Village,Latitude,Longitude,Feature_ID,N,P,K,OC,B1,B2,B3,B4,B5,B6,B7,B8,B8A,B9,B11,B12,NDVI,NDRE,EVI,SAVI,SWIR_Ratio,Elevation_m,Slope_deg,Aspect_deg,Hillshade,Soil_Moisture_0_7cm,Soil_Temp_0_7cm_K,LST_K,Precipitation_Mean_m,Clay_Fraction_g_kg,Silt_Fraction_g_kg,Sand_Fraction_g_kg
Anumasamudrampeta,14.712,79.678,28_515_shc_2025-26.94,125.0,14.6,155.2,0.13,0.0529999993741512,0.0727000012993812,0.1099999994039535,0.1289999932050705,0.1756000071763992,0.2717500030994415,0.308349996805191,0.3137499988079071,0.3465000092983246,0.3393000066280365,0.3136500120162964,0.2368000000715255,0.417278379201889,0.2823132574558258,0.2994327581781977,0.293953869798007,0.999681293964386,46,1,0,180,0.272616704305013,303.703087723046,302.9662409665292,0.0008955459486812,314,309,377
Rajavolu,14.716609,79.603583,28_515_shc_2025-26.1880,263.0,39.94,142.8,0.24,0.067900002002716,0.0678000003099441,0.0979000031948089,0.1316000074148178,0.1749999970197677,0.2272000014781952,0.2565000057220459,0.2381999939680099,0.2802000045776367,0.2917999923229217,0.328900009393692,0.2443999946117401,0.2882638871669769,0.152952566742897,0.1754097018660028,0.18383534096985,1.380772590637207,74,1,90,177,0.201482237431041,303.6560756616425,302.924711361266,0.0008683114439793,296,288,416
Rajavolu,14.718,79.588,28_515_shc_2025-26.9192,201.0,22.3,74.5,0.14,0.0515000000596046,0.0700000002980232,0.0984999984502792,0.1354999989271164,0.16805000603199,0.1976000070571899,0.2197500020265579,0.2212499976158142,0.2475000023841858,0.2569499909877777,0.3089500069618225,0.2635000050067901,0.2403644025325775,0.1366555094718933,0.1420407475847215,0.1501313084937975,1.3963842391967771,81,1,226,183,0.201482237431041,303.6560756616425,302.924711361266,0.0008683114439793,302,282,416
Pandipadu,14.722,79.682,28_515_shc_2025-26.10306,138.0,0.8,55.9,0.75,0.0555000007152557,0.0847999975085258,0.1031000018119812,0.1242500022053718,0.1635999977588653,0.2748000025749206,0.3329499959945678,0.3474499881267547,0.3781499862670898,0.3626999855041504,0.248099997639656,0.1564999967813491,0.4731820821762085,0.3597495257854461,0.3829918371436012,0.3445507689751441,0.714059591293335,45,2,64,174,0.272616704305013,303.703087723046,302.9662409665292,0.0008955459486812,317,308,375
Pandipadu,14.722,79.682,28_515_shc_2025-26.10363,63.0,30.7,68.3,0.65,0.0555000007152557,0.0847999975085258,0.1031000018119812,0.1242500022053718,0.1635999977588653,0.2748000025749206,0.3329499959945678,0.3474499881267547,0.3781499862670898,0.3626999855041504,0.248099997639656,0.1564999967813491,0.4731820821762085,0.3597495257854461,0.3829918371436012,0.3445507689751441,0.714059591293335,45,2,64,174,0.272616704305013,303.703087723046,302.9662409665292,0.0008955459486812,317,308,375
Katrayapadu,14.722,79.888,28_515_shc_2025-26.7771,201.0,30.0,245.8,0.33,0.0550333335995674,0.0668499991297721,0.099200002849102,0.1172000020742416,0.169400006532669,0.2684000134468078,0.296099990606308,0.3005000054836273,0.3228999972343445,0.3571333289146423,0.2809999883174896,0.1844000071287155,0.4388316869735718,0.2789955139160156,0.3050272085359586,0.299607718044767,0.9351081252098083,41,7,319,195,0.2028585065875137,303.5705836112039,302.64124267979673,0.0009596655283724,353,303,344
Katrayapadu,14.722,79.888,28_515_shc_2025-26.3291,113.0,20.7,42.1,0.27,0.0550333335995674,0.0668499991297721,0.099200002849102,0.1172000020742416,0.169400006532669,0.2684000134468078,0.296099990606308,0.3005000054836273,0.3228999972343445,0.3571333289146423,0.2809999883174896,0.1844000071287155,0.4388316869735718,0.2789955139160156,0.3050272085359586,0.299607718044767,0.9351081252098083,41,7,319,195,0.2028585065875137,303.5705836112039,302.64124267979673,0.0009596655283724,353,303,344
Katrayapadu,14.722,79.888,28_515_shc_2025-26.6727,151.0,15.4,84.3,0.68,0.0550333335995674,0.0668499991297721,0.099200002849102,0.1172000020742416,0.169400006532669,0.2684000134468078,0.296099990606308,0.3005000054836273,0.3228999972343445,0.3571333289146423,0.2809999883174896,0.1844000071287155,0.4388316869735718,0.2789955139160156,0.3050272085359586,0.299607718044767,0.9351081252098083,41,7,319,195,0.2028585065875137,303.5705836112039,302.64124267979673,0.0009596655283724,353,303,344
Katrayapadu,14.722,79.888,28_515_shc_2025-26.6722,13.0,49.92,91.3,0.11,0.0550333335995674,0.0668499991297721,0.099200002849102,0.1172000020742416,0.169400006532669,0.2684000134468078,0.296099990606308,0.3005000054836273,0.3228999972343445,0.3571333289146423,0.2809999883174896,0.1844000071287155,0.4388316869735718,0.2789955139160156,0.3050272085359586,0.299607718044767,0.9351081252098083,41,7,319,195,0.2028585065875137,303.5705836112039,302.64124267979673,0.0009596655283724,353,303,344
Akbarabad,14.728,79.658,28_515_shc_2025-26.5054,100.0,22.3,161.4,0.23,0.0489000007510185,0.0612000003457069,0.0926999971270561,0.1151999980211258,0.1398999989032745,0.1402000039815902,0.1537999957799911,0.1597000062465667,0.1416999995708465,0.2046999931335449,0.1392000019550323,0.1089999973773956,0.1618770807981491,0.0660881400108337,0.0799267341192317,0.0861401625636104,0.871634304523468,61,1,134,177,0.272616704305013,303.703087723046,302.9662409665292,0.0008955459486812,318,288,395
Katrayapadu,14.728,79.888,28_515_shc_2025-26.3844,176.0,28.4,42.1,0.44,0.0518749989569187,0.063799999654293,0.1033999994397163,0.1132000014185905,0.1872999966144561,0.2743000090122223,0.3107799887657165,0.3145000040531158,0.3460749983787536,0.3329333364963531,0.2834999859333038,0.1817999929189682,0.4706569910049438,0.2534874677658081,0.3321343727243924,0.3254823781080564,0.9014307856559752,38,3,0,180,0.2028585065875137,303.5705836112039,302.64124267979673,0.0009596655283724,339,293,368
Katrayapadu,14.728,79.888,28_515_shc_2025-26.3841,188.0,14.6,70.2,0.41,0.0518749989569187,0.063799999654293,0.1033999994397163,0.1132000014185905,0.1872999966144561,0.2743000090122223,0.3107799887657165,0.3145000040531158,0.3460749983787536,0.3329333364963531,0.2834999859333038,0.1817999929189682,0.4706569910049438,0.2534874677658081,0.3321343727243924,0.3254823781080564,0.9014307856559752,38,3,0,180,0.2028585065875137,303.5705836112039,302.64124267979673,0.0009596655283724,339,293,368
Katrayapadu,14.728,79.888,28_515_shc_2025-26.3856,226.0,28.4,56.2,0.14,0.0518749989569187,0.063799999654293,0.1033999994397163,0.1132000014185905,0.1872999966144561,0.2743000090122223,0.3107799887657165,0.3145000040531158,0.3460749983787536,0.3329333364963531,0.2834999859333038,0.1817999929189682,0.4706569910049438,0.2534874677658081,0.3321343727243924,0.3254823781080564,0.9014307856559752,38,3,0,180,0.2028585065875137,303.5705836112039,302.64124267979673,0.0009596655283724,339,293,368
Katrayapadu,14.728,79.888,28_515_shc_2025-26.6717,138.0,32.3,56.2,0.16,0.0518749989569187,0.063799999654293,0.1033999994397163,0.1132000014185905,0.1872999966144561,0.2743000090122223,0.3107799887657165,0.3145000040531158,0.3460749983787536,0.3329333364963531,0.2834999859333038,0.1817999929189682,0.4706569910049438,0.2534874677658081,0.3321343727243924,0.3254823781080564,0.9014307856559752,38,3,0,180,0.2028585065875137,303.5705836112039,302.64124267979673,0.0009596655283724,339,293,368
Katrayapadu,14.728,79.888,28_515_shc_2025-26.3572,188.0,16.1,147.5,0.27,0.0518749989569187,0.063799999654293,0.1033999994397163,0.1132000014185905,0.1872999966144561,0.2743000090122223,0.3107799887657165,0.3145000040531158,0.3460749983787536,0.3329333364963531,0.2834999859333038,0.1817999929189682,0.4706569910049438,0.2534874677658081,0.3321343727243924,0.3254823781080564,0.9014307856559752,38,3,0,180,0.2028585065875137,303.5705836112039,302.64124267979673,0.0009596655283724,339,293,368
Dubagunta,14.732,79.578,28_515_shc_2025-26.10907,238.0,14.6,366.2,0.35,0.0333999991416931,0.0430999994277954,0.0687000006437301,0.0649999976158142,0.1206000000238418,0.2427999973297119,0.2818000018596649,0.2973999977111816,0.3120999932289123,0.2903000116348266,0.2137999981641769,0.1420000046491623,0.6412803530693054,0.4229665100574493,0.4259062459979379,0.4042207815769672,0.7188971042633057,85,1,314,183,0.201482237431041,303.6560756616425,302.924711361266,0.0008683114439793,311,292,397
Pedabbipuram,14.732,79.662,28_515_shc_2025-26.10945,238.0,3.8,155.2,0.5,0.0511000007390975,0.06700000166893,0.0989999994635582,0.1162000000476837,0.1747000068426132,0.2685000002384186,0.3217999935150146,0.3312999904155731,0.3628000020980835,0.3057000041007995,0.2340999990701675,0.1455000042915344,0.4806703925132751,0.3094861209392547,0.35239186343857,0.3405276926642314,0.7066103219985962,55,2,27,177,0.272616704305013,303.703087723046,302.9662409665292,0.0008955459486812,321,287,392
Velpulagunta,14.732,79.778,28_515_shc_2025-26.8400,226.0,28.4,378.6,0.18,0.0362545438110828,0.0562124997377395,0.0868000015616417,0.1071999967098236,0.154119998216629,0.2128400057554245,0.2387000024318695,0.2407799959182739,0.267549991607666,0.2768999934196472,0.2492000013589859,0.1805499941110611,0.3838726282119751,0.2194479554891586,0.2283596437070682,0.236290950912273,1.034969687461853,72,0,0,180,0.2593893419232285,303.7176119486491,302.929748367845,0.0009265439840724,285,336,379
Velpulagunta,14.732,79.778,28_515_shc_2025-26.11171,138.0,3.1,391.1,0.23,0.0362545438110828,0.0562124997377395,0.0868000015616417,0.1071999967098236,0.154119998216629,0.2128400057554245,0.2387000024318695,0.2407799959182739,0.267549991607666,0.2768999934196472,0.2492000013589859,0.1805499941110611,0.3838726282119751,0.2194479554891586,0.2283596437070682,0.236290950912273,1.034969687461853,72,0,0,180,0.2593893419232285,303.7176119486491,302.929748367845,0.0009265439840724,285,336,379
Pedabbipuram,14.735,79.645,28_515_shc_2025-26.2352,100.0,19.2,93.1,0.38,0.0401999987661838,0.0472999997437,0.0732999965548515,0.0837000012397766,0.1429000049829483,0.2333000004291534,0.2754999995231628,0.2538999915122986,0.3025999963283539,0.2964000105857849,0.255400002002716,0.1645999997854232,0.5041468739509583,0.2797378599643707,0.3036357622408162,0.3047994121513206,1.0059078931808472,65,2,244,186,0.201482237431041,303.6560756616425,302.924711361266,0.0008683114439793,294,295,411
Kakarlapadu,14.735,79.705,28_515_shc_2025-26.9231,188.0,4.6,372.4,0.34,0.0559000000357627,0.0821999981999397,0.1160999983549118,0.1669999957084655,0.2131000012159347,0.2978000044822693,0.3481000065803528,0.3680571317672729,0.3936666548252105,0.3925999999046325,0.3010999858379364,0.2680000066757202,0.3757676184177398,0.2666355073451996,0.2866418404922168,0.2913710712989416,0.8180794715881348,47,1,90,177,0.272616704305013,303.703087723046,302.9662409665292,0.0008955459486812,309,303,388
Anumasamudrampeta,14.738,79.662,28_515_shc_2025-26.9275,188.0,19.2,136.6,0.48,0.0546999983489513,0.0719999969005584,0.1094999983906745,0.133200004696846,0.197500005364418,0.2676999866962433,0.3043000102043152,0.3091000020503998,0.3456999957561493,0.3456000089645386,0.3379000127315521,0.2345999926328659,0.3976938724517822,0.2202921360731125,0.2803991445443466,0.280006361181215,1.0931737422943115,58,3,215,186,0.272616704305013,303.703087723046,302.9662409665292,0.0008955459486812,304,308,388
Pedabbipuram,14.738,79.662,28_515_shc_2025-26.9279,163.0,16.1,242.1,0.38,0.0546999983489513,0.0719999969005584,0.1094999983906745,0.133200004696846,0.197500005364418,0.2676999866962433,0.3043000102043152,0.3091000020503998,0.3456999957561493,0.3456000089645386,0.3379000127315521,0.2345999926328659,0.3976938724517822,0.2202921360731125,0.2803991445443466,0.280006361181215,1.0931737422943115,58,3,215,186,0.272616704305013,303.703087723046,302.9662409665292,0.0008955459486812,304,308,388
Bodagudipadu,14.742,79.862,28_515_shc_2025-26.3540,13.0,24.6,70.2,0.73,0.0456999987363815,0.0632499977946281,0.097350001335144,0.1031500026583671,0.1570000052452087,0.267300009727478,0.3036666810512543,0.3077499866485595,0.338699996471405,0.3145000040531158,0.2777999937534332,0.164900004863739,0.4979313313961029,0.3243679106235504,0.3522059893853385,0.3369195077264174,0.90268075466156,36,2,0,180,0.2028585065875137,303.5705836112039,302.64124267979673,0.0009596655283724,326,303,371
Bodagudipadu,14.742,79.862,28_515_shc_2025-26.3543,163.0,13.8,70.2,0.35,0.0456999987363815,0.0632499977946281,0.097350001335144,0.1031500026583671,0.1570000052452087,0.267300009727478,0.3036666810512543,0.3077499866485595,0.338699996471405,0.3145000040531158,0.2777999937534332,0.164900004863739,0.4979313313961029,0.3243679106235504,0.3522059893853385,0.3369195077264174,0.90268075466156,36,2,0,180,0.2028585065875137,303.5705836112039,302.64124267979673,0.0009596655283724,326,303,371
Nallagonda,14.748,79.468,28_515_shc_2025-26.9579,113.0,7.7,422.1,0.53,0.0585500001907348,0.0816999971866607,0.1110500022768974,0.1415999978780746,0.1964000016450882,0.2398000061511993,0.2626000046730041,0.2716000080108642,0.2984000146389007,0.2853499948978424,0.3453499972820282,0.2553499937057495,0.3146176338195801,0.1606837660074234,0.2154529628446373,0.2135348378686934,1.2715389728546145,93,2,333,183,0.2050713990864,303.62899318494294,302.9138749440511,0.0008447447872946,309,276,415
Nallagonda,14.748,79.468,28_515_shc_2025-26.9584,38.0,3.1,378.6,0.21,0.0585500001907348,0.0816999971866607,0.1110500022768974,0.1415999978780746,0.1964000016450882,0.2398000061511993,0.2626000046730041,0.2716000080108642,0.2984000146389007,0.2853499948978424,0.3453499972820282,0.2553499937057495,0.3146176338195801,0.1606837660074234,0.2154529628446373,0.2135348378686934,1.2715389728546145,93,2,333,183,0.2050713990864,303.62899318494294,302.9138749440511,0.0008447447872946,309,276,415
Nallagonda,14.752,79.478,28_515_shc_2025-26.11318,151.0,16.1,235.9,0.39,0.0392500013113021,0.0375499986112117,0.0615999996662139,0.0547499991953372,0.1027999967336654,0.2110999971628189,0.2406499981880188,0.243149995803833,0.2644000053405761,0.259799987077713,0.2293500006198883,0.1484500020742416,0.6324269771575928,0.4056944847106933,0.3651091963435529,0.3541797176136558,0.9432449340820312,93,1,270,183,0.2094393947668243,303.5029780739232,302.786193680345,0.0008552319701651,320,281,399
Gudipadu,14.752,79.678,28_515_shc_2025-26.7277,163.0,11.5,99.3,0.06,0.0401999987661838,0.0526000000536441,0.0864000022411346,0.0850000008940696,0.1495999991893768,0.2293999940156936,0.2527999877929687,0.2705999910831451,0.2811999917030334,0.2763000130653381,0.2504999935626983,0.1639000028371811,0.5219347476959229,0.2879581153392792,0.3347521656421296,0.3253856801006459,0.9257206320762634,58,1,314,183,0.3206887161522581,303.6685867978815,302.9485814613208,0.000905926820365,312,301,388
Gumparlapadu,14.752,79.718,28_515_shc_2024-25.11754,226.0,106.8,583.0,0.35,0.0547125004231929,0.0597000010311603,0.0922250002622604,0.1031749993562698,0.1568000018596649,0.2632000148296356,0.2964666783809662,0.303600013256073,0.3263083398342132,0.327239990234375,0.2805750072002411,0.1923166662454605,0.4927171170711517,0.3188531994819641,0.3397264453085399,0.3315458814679876,0.9241600632667542,57,1,180,180,0.3206887161522581,303.6685867978815,302.9485814613208,0.000905926820365,312,309,380
Gudipadu,14.753063,79.679548,28_515_shc_2025-26.8296,188.0,19.2,117.9,0.27,0.0278999991714954,0.0359000004827976,0.0595999993383884,0.0397999994456768,0.0998999997973442,0.2164999991655349,0.2504000067710876,0.2474000006914138,0.2687999904155731,0.2632000148296356,0.1784999966621399,0.0982000008225441,0.722841203212738,0.4247048795223236,0.4264760308822602,0.3955792705975297,0.7215036153793335,56,2,27,177,0.3206887161522581,303.6685867978815,302.9485814613208,0.000905926820365,303,308,390
Gumparlapadu,14.75463,79.727788,28_515_shc_2025-26.2291,176.0,9.2,428.3,1.4,0.0476800017058849,0.0680250003933906,0.0993285700678825,0.1272142827510833,0.1586399972438812,0.2052571475505828,0.2313600033521652,0.2179999947547912,0.2520500123500824,0.261988878250122,0.2662416696548462,0.2085600048303604,0.2629836499691009,0.1576040685176849,0.1542822102648863,0.1611172120842638,1.2212921380996704,59,3,215,186,0.3206887161522581,303.6685867978815,302.9485814613208,0.000905926820365,315,313,373
Gumparlapadu,14.756678,79.710659,28_515_shc_2025-26.4354,138.0,6.1,453.1,0.53,0.0612999983131885,0.0856999978423118,0.1215000003576278,0.1369999945163726,0.1860000044107437,0.2723000049591064,0.3075500130653381,0.314300000667572,0.3429000079631805,0.3445000052452087,0.3136000037193298,0.2398000061511993,0.3928650617599487,0.2564461231231689,0.2967761508765759,0.2795648171693458,0.9977728128433228,50,2,296,186,0.3206887161522581,303.6685867978815,302.9485814613208,0.000905926820365,312,307,382
Gumparlapadu,14.758,79.732,28_515_shc_2025-26.10272,176.0,5.7,142.8,0.19,0.0496666654944419,0.0732833370566368,0.1112750023603439,0.1512500047683715,0.1969166696071624,0.2527999877929687,0.2820416688919067,0.2948000133037567,0.3133749961853027,0.3019333481788635,0.3595166802406311,0.2727749943733215,0.3218249082565307,0.1990645229816436,0.217147968173255,0.2276042584322016,1.2195273637771606,63,1,134,177,0.3206887161522581,303.6685867978815,302.9485814613208,0.000905926820365,306,312,382
Gumparlapadu,14.759563,79.711715,28_515_shc_2025-26.11669,125.0,0.8,446.9,0.54,0.0510249994695186,0.0723000019788742,0.1155142858624458,0.1472000032663345,0.2081000059843063,0.286650002002716,0.3138749897480011,0.3205333352088928,0.3655999898910522,0.3630749881267547,0.36489999294281,0.2562499940395355,0.3705815076828003,0.2126867920160293,0.2608111194575291,0.2686690512527931,1.1384150981903076,54,4,314,189,0.3206887161522581,303.6685867978815,302.9485814613208,0.000905926820365,312,307,382
Gumparlapadu,14.761778,79.704763,28_515_shc_2025-26.5206,163.0,2.3,260.7,0.35,0.0485000014305114,0.0582000017166137,0.090999998152256,0.1050999984145164,0.1859000027179718,0.2619499862194061,0.2962499856948852,0.2955000102519989,0.3237000107765198,0.3447000086307525,0.3206999897956848,0.2180500030517578,0.4752870798110962,0.2276693135499954,0.3195488946506402,0.3171219353851672,1.085279107093811,49,1,46,177,0.3206887161522581,303.6685867978815,302.9485814613208,0.000905926820365,309,299,392
Gumparlapadu,14.762,79.712,28_515_shc_2025-26.11695,125.0,13.8,248.3,0.05,0.0504299998283386,0.0678249970078468,0.1032142862677574,0.1275999993085861,0.1784999966621399,0.2561799883842468,0.2796599864959717,0.2798333466053009,0.3079999983310699,0.3173500001430511,0.2728999853134155,0.1949999928474426,0.3736398816108703,0.221090942621231,0.2476553716102278,0.2516438501773352,0.9752232432365416,51,1,270,183,0.3206887161522581,303.6685867978815,302.9485814613208,0.000905926820365,300,300,400
Gumparlapadu,14.762,79.712,28_515_shc_2025-26.11670,151.0,5.4,173.8,0.43,0.0504299998283386,0.0678249970078468,0.1032142862677574,0.1275999993085861,0.1784999966621399,0.2561799883842468,0.2796599864959717,0.2798333466053009,0.3079999983310699,0.3173500001430511,0.2728999853134155,0.1949999928474426,0.3736398816108703,0.221090942621231,0.2476553716102278,0.2516438501773352,0.9752232432365416,51,1,270,183,0.3206887161522581,303.6685867978815,302.9485814613208,0.000905926820365,300,300,400
Krishnapadu,14.762,79.828,28_515_shc_2025-26.11237,401.0,17.0,266.9,0.89,0.0458000004291534,0.0536499992012977,0.0856499969959259,0.1027500033378601,0.1611000001430511,0.242249995470047,0.2672500014305115,0.2723000049591064,0.2845999896526336,0.3244749903678894,0.2849166691303253,0.1956499963998794,0.4520730376243591,0.2565759122371673,0.2851640649341349,0.2906405348499339,1.04633367061615,45,1,134,177,0.2891266806083813,303.6996526216206,302.9402292820445,0.0009324726181501,310,309,380
Gumparlapadu,14.763992,79.710747,28_515_shc_2025-26.5213,238.0,0.8,180.0,0.18,0.046629998832941,0.0628750026226043,0.0944999977946281,0.1053000018000602,0.1682250052690506,0.2583749890327453,0.2923333346843719,0.2905249893665313,0.3294333219528198,0.3205499947071075,0.2873499989509582,0.1934500038623809,0.4679466784000397,0.2665939629077911,0.3191855835404755,0.3101470533746683,0.9890715479850768,54,1,270,183,0.3206887161522581,303.6685867978815,302.9485814613208,0.000905926820365,304,309,387
Gumparlapadu,14.764503,79.70221,28_515_shc_2025-26.5494,113.0,5.4,204.8,0.55,0.0491999983787536,0.0745000019669532,0.1119000017642974,0.1516000032424926,0.1918999999761581,0.2666000127792358,0.3088000118732452,0.3206000030040741,0.3479999899864197,0.3502250015735626,0.3573000133037567,0.2558000087738037,0.3578991889953613,0.2511219680309295,0.2527745355564632,0.2607488150726056,1.1144728660583496,53,0,0,180,0.3206887161522581,303.6685867978815,302.9485814613208,0.000905926820365,322,287,391
Gumparlapadu,14.764844,79.708195,28_515_shc_2025-26.9346,188.0,10.8,167.6,0.64,0.0614000000059604,0.0890000015497207,0.1240999996662139,0.1546999961137771,0.2130499929189682,0.2919999957084656,0.3366999924182892,0.3522999882698059,0.3784500062465668,0.3826999962329864,0.367000013589859,0.2513000071048736,0.3897435963153839,0.2463075965642929,0.3062616210064696,0.2943396155219198,1.0417258739471436,51,4,270,192,0.3206887161522581,303.6685867978815,302.9485814613208,0.000905926820365,299,318,383
Gumparlapadu,14.764929,79.69781,28_515_shc_2025-26.9334,176.0,3.1,211.0,0.55,0.0563500002026557,0.0777999982237815,0.1191999986767768,0.1560000032186508,0.2104000002145767,0.2860000133514404,0.3192999958992004,0.3280999958515167,0.3546999990940094,0.3478499948978424,0.3646000027656555,0.2578000128269195,0.3555050492286682,0.2185700982809066,0.2560097431213328,0.2623208913659317,1.1112465858459473,53,1,134,177,0.3206887161522581,303.6685867978815,302.9485814613208,0.000905926820365,319,295,387
Gumparlapadu,14.769188,79.718227,28_515_shc_2025-26.9392,238.0,7.7,273.1,0.1,0.0395000018179416,0.0494999997317791,0.0845333337783813,0.1127000004053115,0.16075000166893,0.2549999952316284,0.2791999876499176,0.2736499905586242,0.2915500104427337,0.2765249907970428,0.2924500107765198,0.2273000031709671,0.4165911674499511,0.259898692369461,0.2548935617998235,0.2723810996685532,1.0687010288238523,56,8,244,204,0.3206887161522581,303.6685867978815,302.9485814613208,0.000905926820365,305,330,365
Sankavaram,14.772,79.512,28_515_shc_2025-26.10974,50.0,36.1,80.7,0.08,0.0524999983608722,0.0804999992251396,0.1108999997377395,0.1413999944925308,0.1635999977588653,0.2428999990224838,0.2707999944686889,0.2741999924182892,0.3030000030994415,0.2985999882221222,0.3066000044345855,0.2117999941110611,0.3195380270481109,0.2526267766952514,0.2185864321193656,0.2175622539715476,1.118161916732788,84,1,90,177,0.2094393947668243,303.5029780739232,302.786193680345,0.0008552319701651,330,276,394
Gundemadakala,14.780626,79.477451,28_515_shc_2025-26.8540,38.0,11.5,130.4,0.27,0.0441999994218349,0.0678000003099441,0.0982000008225441,0.1058000028133392,0.1554999947547912,0.2495000064373016,0.2799000144004822,0.2829999923706054,0.3100000023841858,0.303299993276596,0.276199996471405,0.1995999962091446,0.4557612836360931,0.2907639741897583,0.3143404326374973,0.2990548894871334,0.9759717583656312,84,2,27,177,0.2094393947668243,303.5029780739232,302.786193680345,0.0008552319701651,304,271,425
Gundemadakala,14.782,79.482,28_515_shc_2025-26.7715,100.0,22.3,155.2,0.39,0.0318999998271465,0.0555999986827373,0.0857999995350837,0.0834999978542327,0.126800000667572,0.2560999989509582,0.2922999858856201,0.3003000020980835,0.3235000073909759,0.334199994802475,0.2515999972820282,0.1411000043153762,0.5648775696754456,0.4062280356884002,0.3915336350219259,0.3679565584785264,0.8378288149833679,83,1,226,183,0.2094393947668243,303.5029780739232,302.786193680345,0.0008552319701651,300,275,425
Gundemadakala,14.782,79.482,28_515_shc_2025-26.846,50.0,16.9,111.7,0.53,0.0318999998271465,0.0555999986827373,0.0857999995350837,0.0834999978542327,0.126800000667572,0.2560999989509582,0.2922999858856201,0.3003000020980835,0.3235000073909759,0.334199994802475,0.2515999972820282,0.1411000043153762,0.5648775696754456,0.4062280356884002,0.3915336350219259,0.3679565584785264,0.8378288149833679,83,1,226,183,0.2094393947668243,303.5029780739232,302.786193680345,0.0008552319701651,300,275,425
Gundemadakala,14.782582,79.48114,28_515_shc_2025-26.847,63.0,3.8,80.7,0.19,0.0524000003933906,0.0551999993622303,0.0778999999165535,0.0631000027060508,0.1464000046253204,0.2345999926328659,0.267300009727478,0.2869000136852264,0.2975000143051147,0.3041000068187713,0.2978000044822693,0.1990000009536743,0.6394285559654236,0.3242557048797607,0.4470635333061817,0.3949411882296151,1.037992238998413,83,1,90,177,0.2094393947668243,303.5029780739232,302.786193680345,0.0008552319701651,301,275,424
Gundemadakala,14.78287,79.47632,28_515_shc_2025-26.8543,38.0,9.2,117.9,0.24,0.0439999997615814,0.0604999996721744,0.0866999998688697,0.0938000008463859,0.1644999980926513,0.257999986410141,0.289900004863739,0.3034999966621399,0.3222000002861023,0.3109999895095825,0.3115000128746032,0.2029999941587448,0.5278127193450928,0.2970085442066192,0.371137296365385,0.3505516489435208,1.0263592004776,82,1,134,177,0.2094393947668243,303.5029780739232,302.786193680345,0.0008552319701651,302,274,424
Gundemadakala,14.78333,79.492805,28_515_shc_2025-26.10598,113.0,11.5,12.4,0.44,0.0443000011146068,0.062899999320507,0.095100000500679,0.1124000027775764,0.1466999948024749,0.1793999969959259,0.1955000013113021,0.19930000603199,0.2143000066280365,0.2524000108242035,0.2334000021219253,0.1977999955415725,0.2787937223911285,0.1520231515169143,0.154962733213777,0.1605888917911813,1.1710988283157349,97,2,296,186,0.2094393947668243,303.5029780739232,302.786193680345,0.0008552319701651,305,274,421
Sankavaram,14.78367,79.509273,28_515_shc_2025-26.6170,88.0,46.85,62.1,0.21,0.0494999997317791,0.0644999966025352,0.1006999984383583,0.1028999984264373,0.1586000025272369,0.1991000026464462,0.219200000166893,0.2173999994993209,0.2410999983549118,0.2377000004053115,0.2307000011205673,0.1838999986648559,0.3574773669242859,0.1563829630613327,0.2118722470596505,0.2093746215331207,1.0611776113510132,94,3,35,174,0.2094393947668243,303.5029780739232,302.786193680345,0.0008552319701651,298,292,410
Chouta Bheemavaram,14.784418,79.723288,28_515_shc_2025-26.5307,113.0,14.6,229.7,0.14,0.0617999993264675,0.0621583350002765,0.0970999971032142,0.1159666702151298,0.159400001168251,0.2414499968290329,0.2659333348274231,0.2732000052928924,0.290066659450531,0.290149986743927,0.2681399881839752,0.2020999938249588,0.4040257036685943,0.2630605697631836,0.2615651214048005,0.2652483601928646,0.9814786911010742,64,3,314,186,0.3206887161522581,303.6685867978815,302.9485814613208,0.000905926820365,316,293,391
Gundemadakala,14.784596,79.491793,28_515_shc_2025-26.10593,13.0,36.1,130.4,0.24,0.0427000001072883,0.0597999989986419,0.0877000018954277,0.1070000007748603,0.1476999968290329,0.2093999981880188,0.2356999963521957,0.2442999929189682,0.2657999992370605,0.2730000019073486,0.2777000069618225,0.1897000074386596,0.3908340334892273,0.2464285641908645,0.238732771698365,0.2419241040077253,1.1367172002792358,91,4,166,177,0.2094393947668243,303.5029780739232,302.786193680345,0.0008552319701651,310,274,416
Gundemadakala,14.785,79.495,28_515_shc_2025-26.10566,63.0,0.8,198.6,0.35,0.0553999990224838,0.068400003015995,0.1054000034928321,0.1129999980330467,0.1682000011205673,0.2370000034570694,0.2592000067234039,0.2587999999523163,0.2881999909877777,0.2725000083446502,0.2637999951839447,0.2048999965190887,0.3921463191509247,0.2121779769659042,0.2560050664577231,0.2508602929390878,1.0193198919296265,94,1,90,177,0.2094393947668243,303.5029780739232,302.786193680345,0.0008552319701651,296,281,423
Chamadala,14.785,79.905,28_515_shc_2025-26.5931,401.0,8.8,91.3,0.36,0.046399999409914,0.0722000002861023,0.1099999994039535,0.1543000042438507,0.1940000057220459,0.2610000073909759,0.2935500144958496,0.3158999979496002,0.329233318567276,0.3155499994754791,0.328000009059906,0.2215999960899353,0.343683511018753,0.2390664666891098,0.2376190914074482,0.2498453824063086,1.038303256034851,23,2,116,174,0.2060362832588061,303.6895057945921,302.84448332535595,0.0009514299679405,311,315,375
